,ID,Regions,VT_PBIF,VT_AIF,VT_PRED_SLOPE
1269,KT,ctx-rh-temporalpole,1.846289325024068,1.450598125058676,1.650007326608388
1270,KT,ctx-rh-transversetemporal,1.843874182166869,1.5688405382363761,1.6478489414868511
1271,KT,ctx-rh-insula,1.772838302072877,1.508386372079557,1.5843650004714669
1272,KT,Left-Cerebellum-Cortex,1.8329866470660219,1.507037346562258,1.6381188778171882
1273,KT,Left-Thalamus-Proper,2.1885324045627157,1.8365814261781581,1.95586599191396
1274,KT,Left-Caudate,1.439906807778981,1.209792523151431,1.2868279907525562
1275,KT,Left-Putamen,1.721552322033422,1.4583643580847532,1.538531315755617
1276,KT,Left-Pallidum,1.795205604560176,1.5237398995382467,1.6043543989261366
1277,KT,Left-Hippocampus,1.8626501135218532,1.5713773445982782,1.6646287732714584
1278,KT,Left-Amygdala,1.7438392757286458,1.481027369764604,1.558448907427996
1279,KT,Left-Accumbens-area,1.694899549984377,1.4608224181090081,1.5147120429258971
1280,KT,Left-VentralDC,2.015694474760717,1.6748043343215042,1.801402741423462
1281,KT,Right-Cerebellum-Cortex,1.943468826651603,1.602835838899364,1.7368555185511618
1282,KT,Right-Thalamus-Proper,2.205671350594562,1.91401846399306,1.9711828689275463
1283,KT,Right-Caudate,1.44748510792721,1.190690286664084,1.2936006295791669
1284,KT,Right-Putamen,1.8196548675786068,1.5017359907767842,1.6262044213271818
1285,KT,Right-Pallidum,1.9262984159904093,1.58834908472848,1.7215105219637634
1286,KT,Right-Hippocampus,1.880709821877059,1.583665427796888,1.680768524879518
1287,KT,Right-Amygdala,1.6731390509363329,1.4542054066623649,1.495264937657356
1288,KT,Right-Accumbens-area,1.72821402200544,1.549574569171946,1.544484799650322
1289,KT,Right-VentralDC,2.110148883257875,1.756883414369911,1.885815549285383
1290,MM,ctx-lh-bankssts,6.143088302790687,5.796033248840379,6.1871785267952895
1291,MM,ctx-lh-caudalanteriorcingulate,6.449124120001729,6.059741938220396,6.495410826796289
1292,MM,ctx-lh-caudalmiddlefrontal,5.603160405311218,5.392381600815816,5.6433754543593775
1293,MM,ctx-lh-cuneus,5.80555551149887,5.4782500720040215,5.847223192371513
1294,MM,ctx-lh-entorhinal,5.366503777524021,5.172942647668731,5.405020292672452
1295,MM,ctx-lh-fusiform,5.643392362225461,5.461197880240752,5.683896164406417
1296,MM,ctx-lh-inferiorparietal,5.39456741845005,5.268131468868275,5.433285352193464
1297,MM,ctx-lh-inferiortemporal,5.071974001015937,4.906741162104645,5.108376614624588
1298,MM,ctx-lh-isthmuscingulate,5.840686730923263,5.57035403673513,5.882606555873545
1299,MM,ctx-lh-lateraloccipital,5.355155141586703,5.220222364764588,5.393590205211736
1300,MM,ctx-lh-lateralorbitofrontal,6.270409824898707,6.12675086367654,6.315413861981301
1301,MM,ctx-lh-lingual,5.872102439028974,5.533062079297592,5.914247741058435
1302,MM,ctx-lh-medialorbitofrontal,6.160176793470512,5.977172636785117,6.204389665131284
1303,MM,ctx-lh-middletemporal,5.500899575259306,5.202833086800979,5.540380677035076
1304,MM,ctx-lh-parahippocampal,5.639310418076085,5.335679262674288,5.6797849232938455
1305,MM,ctx-lh-paracentral,6.3308553806702985,6.206639970325205,6.376293248094035
1306,MM,ctx-lh-parsopercularis,5.83210314507304,5.630702355885191,5.873961363840202
1307,MM,ctx-lh-parsorbitalis,5.832054767559426,5.6312231194798255,5.873912639111102
1308,MM,ctx-lh-parstriangularis,6.031782691345043,5.6979329682775415,6.075074051797679
1309,MM,ctx-lh-pericalcarine,6.45683784689234,6.109926068709877,6.503179916711124
1310,MM,ctx-lh-postcentral,5.495835616018997,5.185384624337712,5.535280372704762
1311,MM,ctx-lh-posteriorcingulate,6.36905185157334,6.032562792486459,6.4147638630228965
1312,MM,ctx-lh-precentral,5.7666430471313985,5.58857218596568,5.808031445144025
1313,MM,ctx-lh-precuneus,5.953728681057083,5.66470376455505,5.996459831623678
1314,MM,ctx-lh-rostralanteriorcingulate,5.946707203531848,5.529177491572153,5.989387959492071
1315,MM,ctx-lh-rostralmiddlefrontal,5.922800357824014,5.564412125980973,5.965309529374156
1316,MM,ctx-lh-superiorfrontal,5.852280801898315,5.500790087683059,5.894283839910371
1317,MM,ctx-lh-superiorparietal,5.200733158329152,5.084841683208707,5.23805990322304
1318,MM,ctx-lh-superiortemporal,5.643664269794892,5.323205151579049,5.684170023513096
1319,MM,ctx-lh-supramarginal,5.498478043479129,5.195041660219676,5.537941765417044
1320,MM,ctx-lh-frontalpole,5.320043606467824,4.9450141223828,5.358226667293575
1321,MM,ctx-lh-temporalpole,5.128769850509067,4.744933217211948,5.165580099756872
1322,MM,ctx-lh-transversetemporal,6.713100458456485,6.350746137615629,6.761281778403374
1323,MM,ctx-lh-insula,6.096764506479539,5.7346309596198575,6.1405222549514065
1324,MM,ctx-rh-bankssts,5.622656605445048,5.202344864260253,5.6630115827815155
1325,MM,ctx-rh-caudalanteriorcingulate,6.689620202701577,6.205021873957052,6.737632999963312
1326,MM,ctx-rh-caudalmiddlefrontal,6.259377709875156,6.001290909268389,6.304302567170863
1327,MM,ctx-rh-cuneus,5.679876809711173,5.387201163540278,5.720642468369367
1328,MM,ctx-rh-entorhinal,5.368182800895227,5.097242804418738,5.4067113667440365
1329,MM,ctx-rh-fusiform,5.533827124639051,5.2127662204176906,5.57354455429365
1330,MM,ctx-rh-inferiorparietal,5.414168357248277,5.2469837480042285,5.453026971011206
